store_id,sku_id,on_hand,lead_time_days,projected_avg_daily_sales,days_of_cover,risk_level
16,100023,12,5,8.607594576,1.394117706,High (Stockout Imminent)
7,100048,14,5,10.04020528,1.3943938,High (Stockout Imminent)
12,100084,14,5,10.03617031,1.394954406,High (Stockout Imminent)
10,100073,15,2,10.75284713,1.394979378,High (Stockout Imminent)
10,100099,15,2,10.74730019,1.39569936,High (Stockout Imminent)
16,100015,12,2,8.587254036,1.397419938,High (Stockout Imminent)
20,100086,12,5,8.581993917,1.398276451,High (Stockout Imminent)
16,100051,12,2,8.581463795,1.39836283,High (Stockout Imminent)
16,100101,12,2,8.574368863,1.399519917,High (Stockout Imminent)
20,100119,12,3,8.540481494,1.405073005,High (Stockout Imminent)
20,100039,12,3,8.540304977,1.405102046,High (Stockout Imminent)
9,100050,15,4,10.66878658,1.405970575,High (Stockout Imminent)
12,100079,14,4,9.932987635,1.409445024,High (Stockout Imminent)
20,100031,12,5,8.483046372,1.414586161,High (Stockout Imminent)
8,100079,12,2,8.468502353,1.417015607,High (Stockout Imminent)
1,100110,17,3,11.96889861,1.420347899,High (Stockout Imminent)
2,100072,13,3,9.110324761,1.426952424,High (Stockout Imminent)
8,100013,12,2,8.408525545,1.427122976,High (Stockout Imminent)
17,100010,15,2,10.50915944,1.427326333,High (Stockout Imminent)
14,100067,14,4,9.795363483,1.429247626,High (Stockout Imminent)
2,100106,13,4,9.083195881,1.431214318,High (Stockout Imminent)
14,100104,14,3,9.760487017,1.434354656,High (Stockout Imminent)
2,100047,13,5,9.056467924,1.435438198,High (Stockout Imminent)
8,100012,12,3,8.329456311,1.440670261,High (Stockout Imminent)
17,100100,15,2,10.40836375,1.441148711,High (Stockout Imminent)
11,100026,13,5,8.970231786,1.449237914,High (Stockout Imminent)
2,100093,13,4,8.95823513,1.451178699,High (Stockout Imminent)
11,100099,13,3,8.956661266,1.4514337,High (Stockout Imminent)
18,100039,15,4,10.33436225,1.451468377,High (Stockout Imminent)
18,100031,15,2,10.32659014,1.452560796,High (Stockout Imminent)
19,100115,15,4,10.31457883,1.454252301,High (Stockout Imminent)
11,100047,13,5,8.929281125,1.455884278,High (Stockout Imminent)
13,100027,15,4,10.25807317,1.462262917,High (Stockout Imminent)
13,100042,15,3,10.24012329,1.464826113,High (Stockout Imminent)
4,100038,15,3,10.23273564,1.465883662,High (Stockout Imminent)
5,100110,13,3,8.856876634,1.467786053,High (Stockout Imminent)
5,100049,13,2,8.838412355,1.470852397,High (Stockout Imminent)
4,100052,15,2,10.19528644,1.471268128,High (Stockout Imminent)
8,100107,12,4,8.138314212,1.474506844,High (Stockout Imminent)
6,100091,15,3,10.14778836,1.478154595,High (Stockout Imminent)
5,100040,13,2,8.77872809,1.480852336,High (Stockout Imminent)
9,100084,16,3,10.79420838,1.482276369,High (Stockout Imminent)
13,100034,15,5,10.11554567,1.482866123,High (Stockout Imminent)
5,100063,13,5,8.763402295,1.483442111,High (Stockout Imminent)
9,100008,16,3,10.77727144,1.48460583,High (Stockout Imminent)
10,100079,16,3,10.77606913,1.48477147,High (Stockout Imminent)
3,100110,15,4,10.09200992,1.486324342,High (Stockout Imminent)
3,100046,15,3,10.07510044,1.488818904,High (Stockout Imminent)
20,100098,13,4,8.723000131,1.490312943,High (Stockout Imminent)
7,100094,15,5,10.06054793,1.49097247,High (Stockout Imminent)
4,100000,15,5,10.0404319,1.493959637,High (Stockout Imminent)
7,100001,15,2,10.03629478,1.494575472,High (Stockout Imminent)
9,100029,16,4,10.68204629,1.497840355,High (Stockout Imminent)
20,100007,13,2,8.66484161,1.500315942,High (Stockout Imminent)
15,100069,14,5,9.327903462,1.500873166,High (Stockout Imminent)
4,100040,15,5,9.991166686,1.501326169,High (Stockout Imminent)
6,100013,15,5,9.990115658,1.501484118,High (Stockout Imminent)
6,100050,15,5,9.990086176,1.501488549,High (Stockout Imminent)
19,100062,16,2,10.65341746,1.501865487,High (Stockout Imminent)
12,100075,15,5,9.98446493,1.502333886,High (Stockout Imminent)
12,100091,15,3,9.959480553,1.506102645,High (Stockout Imminent)
1,100009,18,3,11.90229202,1.512313761,High (Stockout Imminent)
18,100035,16,3,10.54333512,1.517546376,High (Stockout Imminent)
14,100024,15,2,9.834653776,1.525218919,High (Stockout Imminent)
19,100031,16,5,10.46134597,1.529439907,High (Stockout Imminent)
19,100119,16,3,10.45232845,1.530759398,High (Stockout Imminent)
2,100006,14,2,9.119935534,1.53509857,High (Stockout Imminent)
2,100040,14,5,9.105727159,1.537493904,High (Stockout Imminent)
7,100105,16,5,10.3788113,1.541602361,High (Stockout Imminent)
2,100012,14,4,9.073788169,1.542905757,High (Stockout Imminent)
14,100111,15,5,9.721797669,1.54292452,High (Stockout Imminent)
19,100005,16,2,10.36550608,1.54358117,High (Stockout Imminent)
17,100077,16,5,10.3629866,1.54395645,High (Stockout Imminent)
11,100110,14,4,9.060002351,1.545253462,High (Stockout Imminent)
8,100002,13,4,8.404034466,1.546876093,High (Stockout Imminent)
18,100061,16,3,10.28718998,1.555332411,High (Stockout Imminent)
11,100008,14,5,9.000481136,1.555472401,High (Stockout Imminent)
18,100015,16,4,10.25090305,1.560838097,High (Stockout Imminent)
11,100114,14,3,8.963507214,1.56188863,High (Stockout Imminent)
9,100100,17,4,10.88306307,1.562060229,High (Stockout Imminent)
9,100077,17,4,10.86930433,1.564037539,High (Stockout Imminent)
17,100028,16,4,10.2172989,1.56597161,High (Stockout Imminent)
10,100019,17,3,10.8531212,1.566369681,High (Stockout Imminent)
7,100012,16,3,10.20814428,1.567375966,High (Stockout Imminent)
8,100099,13,2,8.276292226,1.57075169,High (Stockout Imminent)
5,100068,14,2,8.894130107,1.574071869,High (Stockout Imminent)
3,100004,16,5,10.16260705,1.574399159,High (Stockout Imminent)
3,100072,16,2,10.15801086,1.575111528,High (Stockout Imminent)
1,100106,19,4,12.0468664,1.57717363,High (Stockout Imminent)
5,100019,14,5,8.87415113,1.577615683,High (Stockout Imminent)
6,100070,16,5,10.14151589,1.577673414,High (Stockout Imminent)
1,100002,19,4,12.03713992,1.578448047,High (Stockout Imminent)
7,100091,16,2,10.12086949,1.580891842,High (Stockout Imminent)
18,100104,16,2,10.11123765,1.582397779,High (Stockout Imminent)
3,100023,16,2,10.10695456,1.583068362,High (Stockout Imminent)
13,100079,16,3,10.10491709,1.583387558,High (Stockout Imminent)
8,100028,13,5,8.209237944,1.583581824,High (Stockout Imminent)
3,100079,16,5,10.10362924,1.583589384,High (Stockout Imminent)
17,100030,17,5,10.72965104,1.584394492,High (Stockout Imminent)
5,100082,14,2,8.833471696,1.584880835,High (Stockout Imminent)
15,100004,15,5,9.463980416,1.584956788,High (Stockout Imminent)
15,100065,15,5,9.44363799,1.588370924,High (Stockout Imminent)
8,100103,13,4,8.179620442,1.589315799,High (Stockout Imminent)
3,100001,16,5,10.05035213,1.591984021,High (Stockout Imminent)
6,100111,16,2,10.04375301,1.593030014,High (Stockout Imminent)
16,100035,14,5,8.757354321,1.598656339,High (Stockout Imminent)
6,100093,16,5,9.999721567,1.60004455,High (Stockout Imminent)
4,100116,16,5,9.999702956,1.600047528,High (Stockout Imminent)
8,100044,13,5,8.102753814,1.604392815,High (Stockout Imminent)
1,100114,19,5,11.83148137,1.60588513,High (Stockout Imminent)
5,100003,14,2,8.710510597,1.607253656,High (Stockout Imminent)
6,100030,17,2,10.57462705,1.607621708,High (Stockout Imminent)
9,100030,18,3,11.18934236,1.608673631,High (Stockout Imminent)
12,100116,16,5,9.941272207,1.609451956,High (Stockout Imminent)
14,100100,16,5,9.847784418,1.624730937,High (Stockout Imminent)
16,100074,14,3,8.596008992,1.628662791,High (Stockout Imminent)
16,100064,14,4,8.586460555,1.63047392,High (Stockout Imminent)
2,100049,15,4,9.192769557,1.631717178,High (Stockout Imminent)
19,100015,17,3,10.41488852,1.632278633,High (Stockout Imminent)
11,100010,15,2,9.13213644,1.642551017,High (Stockout Imminent)
18,100091,17,4,10.34808759,1.642815627,High (Stockout Imminent)
1,100072,20,3,12.16572398,1.643962992,High (Stockout Imminent)
18,100020,17,3,10.33819594,1.644387482,High (Stockout Imminent)
11,100045,15,2,9.073999799,1.653074756,High (Stockout Imminent)
11,100116,15,5,9.064813985,1.654749896,High (Stockout Imminent)
13,100011,17,5,10.23796374,1.660486444,High (Stockout Imminent)
6,100068,17,3,10.23309236,1.661276905,High (Stockout Imminent)
9,100023,18,2,10.82466152,1.662869547,High (Stockout Imminent)
17,100003,17,3,10.21252385,1.664622796,High (Stockout Imminent)
11,100081,15,2,9.010554359,1.664714445,High (Stockout Imminent)
9,100089,18,4,10.81034374,1.665071938,High (Stockout Imminent)
15,100017,16,5,9.599740771,1.666711673,High (Stockout Imminent)
10,100029,18,4,10.79819714,1.666944932,High (Stockout Imminent)
18,100029,17,3,10.19828107,1.666947585,High (Stockout Imminent)
4,100017,17,2,10.19825691,1.666951534,High (Stockout Imminent)
17,100073,17,3,10.19266779,1.667865601,High (Stockout Imminent)
9,100074,18,5,10.76752963,1.671692637,High (Stockout Imminent)
11,100106,15,3,8.950967152,1.675796564,High (Stockout Imminent)
6,100085,17,5,10.1349012,1.67737205,High (Stockout Imminent)
4,100117,17,3,10.11525901,1.680629233,High (Stockout Imminent)
14,100030,17,5,10.09422692,1.684130953,High (Stockout Imminent)
13,100063,17,3,10.07022224,1.688145464,High (Stockout Imminent)
15,100036,16,2,9.459140911,1.691485532,High (Stockout Imminent)
15,100009,16,5,9.440224289,1.694874985,High (Stockout Imminent)
5,100006,15,3,8.848665382,1.695170893,High (Stockout Imminent)
4,100067,17,5,10.0282889,1.695204453,High (Stockout Imminent)
12,100086,17,2,10.01823272,1.696906079,High (Stockout Imminent)
15,100067,16,4,9.425979111,1.697436395,High (Stockout Imminent)
19,100027,18,2,10.59878858,1.698307298,High (Stockout Imminent)
15,100022,16,3,9.415661523,1.699296429,High (Stockout Imminent)
4,100018,17,4,9.96509173,1.705955195,High (Stockout Imminent)
4,100056,17,4,9.963365037,1.706250844,High (Stockout Imminent)
15,100095,16,3,9.371664529,1.707274087,High (Stockout Imminent)
18,100042,18,4,10.50062958,1.714182932,High (Stockout Imminent)
12,100103,17,3,9.899941682,1.717181833,High (Stockout Imminent)
19,100008,18,3,10.45955028,1.72091529,High (Stockout Imminent)
14,100074,17,4,9.867355336,1.722852722,High (Stockout Imminent)
15,100093,16,4,9.279063373,1.724311965,High (Stockout Imminent)
19,100103,18,5,10.43434774,1.725071892,High (Stockout Imminent)
5,100053,15,4,8.68354632,1.727404847,High (Stockout Imminent)
6,100054,18,2,10.41867998,1.727666079,High (Stockout Imminent)
14,100023,17,3,9.817088285,1.731674353,High (Stockout Imminent)
16,100045,15,5,8.659148082,1.732272027,High (Stockout Imminent)
16,100087,15,2,8.651966598,1.733709883,High (Stockout Imminent)
14,100043,17,3,9.803762357,1.73402816,High (Stockout Imminent)
20,100023,15,5,8.606305207,1.74290821,High (Stockout Imminent)
18,100034,18,5,10.32624527,1.74313117,High (Stockout Imminent)
19,100093,18,4,10.3249708,1.743346335,High (Stockout Imminent)
9,100002,19,4,10.87900112,1.746483872,High (Stockout Imminent)
20,100078,15,2,8.574254046,1.749423322,High (Stockout Imminent)
18,100092,18,5,10.28806485,1.74960017,High (Stockout Imminent)
17,100065,18,4,10.28138347,1.75073715,High (Stockout Imminent)
20,100084,15,2,8.562089983,1.751908708,High (Stockout Imminent)
2,100092,16,2,9.12654957,1.753126949,High (Stockout Imminent)
2,100024,16,3,9.117953442,1.754779743,High (Stockout Imminent)
2,100003,16,4,9.06247797,1.765521533,High (Stockout Imminent)
1,100039,21,5,11.87811701,1.76795699,High (Stockout Imminent)
6,100102,18,3,10.15982016,1.771684903,High (Stockout Imminent)
18,100050,18,2,10.14057591,1.775047114,High (Stockout Imminent)
3,100075,18,2,10.11822823,1.778967581,High (Stockout Imminent)
13,100113,18,4,10.11596183,1.779366144,High (Stockout Imminent)
3,100003,18,4,10.10596581,1.781126152,High (Stockout Imminent)
8,100054,15,5,8.412457557,1.783069917,High (Stockout Imminent)
6,100028,18,5,10.088779,1.784160402,High (Stockout Imminent)
19,100080,19,3,10.62981435,1.787425384,High (Stockout Imminent)
13,100097,18,3,10.06472709,1.788424052,High (Stockout Imminent)
14,100038,18,3,10.06404884,1.78854458,High (Stockout Imminent)
7,100073,18,5,10.06031871,1.78920773,High (Stockout Imminent)
15,100020,17,3,9.495500559,1.790321626,High (Stockout Imminent)
8,100095,15,4,8.371240277,1.791849177,High (Stockout Imminent)
9,100033,20,5,11.06845318,1.806937219,High (Stockout Imminent)
5,100112,16,4,8.854203988,1.807051207,High (Stockout Imminent)
1,100083,22,4,12.17332958,1.807229472,High (Stockout Imminent)
18,100105,19,3,10.51302223,1.807282396,High (Stockout Imminent)
1,100040,22,3,12.1718499,1.807449171,High (Stockout Imminent)
1,100087,22,5,12.1591467,1.809337492,High (Stockout Imminent)
5,100070,16,4,8.839292868,1.810099545,High (Stockout Imminent)
12,100000,18,3,9.928129477,1.813030344,High (Stockout Imminent)
6,100035,19,3,10.46533786,1.815517116,High (Stockout Imminent)
3,100033,19,4,10.46299692,1.81592331,High (Stockout Imminent)
12,100066,18,2,9.899983512,1.818184846,High (Stockout Imminent)
5,100099,16,5,8.773639619,1.823644541,High (Stockout Imminent)
5,100076,16,5,8.771707236,1.824046285,High (Stockout Imminent)
7,100033,19,3,10.41599175,1.824118188,High (Stockout Imminent)
8,100005,15,4,8.216277532,1.82564427,High (Stockout Imminent)
5,100056,16,2,8.760643889,1.826349775,High (Stockout Imminent)
14,100113,18,2,9.851880954,1.827062272,High (Stockout Imminent)
18,100006,19,2,10.39709801,1.827433,High (Stockout Imminent)
17,100112,19,4,10.36740192,1.832667446,High (Stockout Imminent)
9,100080,20,4,10.89693671,1.835378192,High (Stockout Imminent)
5,100037,16,5,8.713978245,1.836130359,High (Stockout Imminent)
20,100071,16,2,8.69573167,1.839983179,High (Stockout Imminent)
18,100045,19,5,10.32353141,1.840455485,High (Stockout Imminent)
8,100084,15,4,8.143768018,1.841899225,High (Stockout Imminent)
17,100071,19,3,10.30435631,1.843880339,High (Stockout Imminent)
18,100119,19,4,10.29726399,1.845150326,High (Stockout Imminent)
3,100052,19,5,10.27105378,1.849858876,High (Stockout Imminent)
18,100022,19,3,10.26077805,1.851711431,High (Stockout Imminent)
18,100106,19,2,10.25589259,1.852593505,High (Stockout Imminent)
1,100111,22,4,11.84431089,1.857431825,High (Stockout Imminent)
1,100006,23,3,12.37707541,1.858274207,High (Stockout Imminent)
7,100068,19,2,10.21764202,1.859528838,High (Stockout Imminent)
13,100064,19,2,10.21197344,1.860561047,High (Stockout Imminent)
14,100093,18,3,9.669251821,1.861571126,High (Stockout Imminent)
6,100076,19,2,10.17022696,1.86819823,High (Stockout Imminent)
3,100009,19,3,10.16841525,1.868531087,High (Stockout Imminent)
16,100026,16,2,8.551770413,1.870957618,High (Stockout Imminent)
7,100032,19,4,10.15398909,1.87118578,High (Stockout Imminent)
2,100044,17,2,9.081568018,1.871923435,High (Stockout Imminent)
16,100046,16,3,8.544948818,1.872451239,High (Stockout Imminent)
11,100077,17,5,9.076135819,1.873043808,High (Stockout Imminent)
20,100061,16,2,8.535541971,1.874514829,High (Stockout Imminent)
19,100059,20,3,10.6554384,1.876975798,High (Stockout Imminent)
9,100037,20,3,10.64030519,1.879645334,High (Stockout Imminent)
7,100092,19,2,10.09951029,1.881279334,High (Stockout Imminent)
16,100031,16,5,8.499023513,1.882569212,High (Stockout Imminent)
16,100050,16,4,8.493441069,1.88380656,High (Stockout Imminent)
6,100053,19,4,10.07765045,1.885360094,High (Stockout Imminent)
20,100048,16,5,8.469350583,1.889164918,High (Stockout Imminent)
6,100056,19,4,10.04179562,1.892091885,High (Stockout Imminent)
1,100117,23,4,12.14880547,1.893190245,High (Stockout Imminent)
